judet,localitate,strada,zip
Bucureşti,Bucureşti,Stradă Varnita,014555
Bucureşti,Bucureşti,Stradă Diocheti,014556
Bucureşti,Bucureşti,Stradă Haltei,014557
Bucureşti,Bucureşti,Stradă Alion,014558
Bucureşti,Bucureşti,Stradă Alion,014559
Bucureşti,Bucureşti,Stradă Izbândei,014561
Bucureşti,Bucureşti,Stradă Izbândei,014562
Bucureşti,Bucureşti,Stradă Vizantea,014563
Bucureşti,Bucureşti,Stradă Vizantea,014564
Bucureşti,Bucureşti,Stradă Magura Odobesti,014565
Bucureşti,Bucureşti,Stradă Magura Odobesti,014566
Bucureşti,Bucureşti,Stradă Serban Nicolae,014567
Bucureşti,Bucureşti,Stradă Serban Nicolae,014568
Bucureşti,Bucureşti,Stradă Topraisar,014569
Bucureşti,Bucureşti,Stradă Atelierele Noi,014571
Bucureşti,Bucureşti,Stradă Castanului,014572
Bucureşti,Bucureşti,Stradă Cosmesti,014573
Bucureşti,Bucureşti,Stradă Plaviei,014574
Bucureşti,Bucureşti,Stradă Plaviei,014575
Bucureşti,Bucureşti,Stradă Aninului,014576
Bucureşti,Bucureşti,Stradă Aninului,014577
Bucureşti,Bucureşti,"Stradă Hubert Dumitru, cpt. av.",014578
Bucureşti,Bucureşti,Stradă Butuceni,014579
Bucureşti,Bucureşti,Stradă Lamâiului,014581
Bucureşti,Bucureşti,Stradă Lamâiului,014582
Bucureşti,Bucureşti,Stradă Lamâiului,014583
Bucureşti,Bucureşti,Stradă Lamâiului,014584
Bucureşti,Bucureşti,Stradă Craiovei,014591
Bucureşti,Bucureşti,Stradă Frasinului,014592
Bucureşti,Bucureşti,Stradă Pinului,014593
Bucureşti,Bucureşti,Stradă Pinului,014594
Bucureşti,Bucureşti,Stradă Godeni,014595
Bucureşti,Bucureşti,Stradă Godeni,014596
Bucureşti,Bucureşti,Stradă Volumului,014597
Bucureşti,Bucureşti,Stradă Volumului,014598
Bucureşti,Bucureşti,Stradă Carpenului,014601
Bucureşti,Bucureşti,Stradă Carpenului,014602
Bucureşti,Bucureşti,Stradă Fagului,014603
Bucureşti,Bucureşti,Stradă Fagului,014604
Bucureşti,Bucureşti,Stradă Smochinului,014605
Bucureşti,Bucureşti,Stradă Smochinului,014606
Bucureşti,Bucureşti,Stradă Ludus,014607
Bucureşti,Bucureşti,Stradă Ludus,014608
Bucureşti,Bucureşti,Stradă Poiana Codrului,014609
Bucureşti,Bucureşti,Stradă Mânzului,014611
Bucureşti,Bucureşti,Stradă Mânzului,014612
Bucureşti,Bucureşti,Stradă Mânzului,014613
Bucureşti,Bucureşti,Stradă Mânzului,014614
Bucureşti,Bucureşti,Stradă Artarului,014615
Bucureşti,Bucureşti,Stradă Artarului,014616
Bucureşti,Bucureşti,Stradă Sângerului,014617
Bucureşti,Bucureşti,Intrare Insulei,014618
Bucureşti,Bucureşti,Stradă Copsa Mica,014619
Bucureşti,Bucureşti,Stradă Documentului,014621
Bucureşti,Bucureşti,Stradă Perfectionarii,014622
Bucureşti,Bucureşti,Stradă Jugastrului,014623
Bucureşti,Bucureşti,Drum Carierei,014624
Bucureşti,Bucureşti,Drum Carierei,014625
Bucureşti,Bucureşti,Drum Carierei,014626
Bucureşti,Bucureşti,Stradă Cristianul Mare,014627
Bucureşti,Bucureşti,Stradă Chitila Triaj,014631
Bucureşti,Bucureşti,Stradă Chitila Triaj,014632
Bucureşti,Bucureşti,Stradă Giulesteanu Nicolae,014633
Bucureşti,Bucureşti,Intrare Tarafului,014634
Bucureşti,Bucureşti,Stradă Fiordului,014635
Bucureşti,Bucureşti,Stradă Fiordului,014636
Bucureşti,Bucureşti,Drum Poiana Ursului,014637
Bucureşti,Bucureşti,Stradă Medresti,014638
Bucureşti,Bucureşti,Stradă Medresti,014639
Bucureşti,Bucureşti,Drum Garii,014641
Bucureşti,Bucureşti,Drum Garii,014642
Bucureşti,Bucureşti,Stradă Buclei,014643
Bucureşti,Bucureşti,Stradă Mamaia,014644
Bucureşti,Bucureşti,Stradă Iordan Dumitru,014645
Bucureşti,Bucureşti,Stradă Raiciu Mihalache,014646
Bucureşti,Bucureşti,Stradă Câmpul cu Maci,014647
Bucureşti,Bucureşti,Intrare Câmpul cu Maci,014648
Bucureşti,Bucureşti,Stradă Murfatlar,014649
Bucureşti,Bucureşti,Intrare Cupsani,014651
Bucureşti,Bucureşti,Drum Poiana Mierlei,014652
Bucureşti,Bucureşti,Stradă Naturalistilor,014653
Bucureşti,Bucureşti,Drum Poiana Horea,014654
Bucureşti,Bucureşti,Drum Poiana Magura,014655
Bucureşti,Bucureşti,Drum Poiana Ilvei,014656
Bucureşti,Bucureşti,Drum Poiana Largului,014657
Bucureşti,Bucureşti,Drum Poiana Pietrei,014658
Bucureşti,Bucureşti,Drum Poiana tapului,014659
Bucureşti,Bucureşti,Drum Poiana Trestiei,014661
Bucureşti,Bucureşti,Drum Poiana Târnavei,014662
Bucureşti,Bucureşti,Drum Poiana Sarata,014663
Bucureşti,Bucureşti,Drum Poiana Ampoiului,014664
Bucureşti,Bucureşti,Drum Poiana Fagului,014665
Bucureşti,Bucureşti,Şosea Odaii,013601
Bucureşti,Bucureşti,Şosea Odaii,013603
Bucureşti,Bucureşti,Şosea Odaii,013604
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013681
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013682
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013683
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013684
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013685
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013686
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013691
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013692
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013693
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013694
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013695
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013696
Bucureşti,Bucureşti,Şosea Bucuresti-Ploiesti,013697
Bucureşti,Bucureşti,Piata Presei Libere,013702
Bucureşti,Bucureşti,Piata Presei Libere,013703
Bucureşti,Bucureşti,Bulevard Poligrafiei,013704
Bucureşti,Bucureşti,Bulevard Poligrafiei,013705
Bucureşti,Bucureşti,Piata Gara Baneasa,013711
Bucureşti,Bucureşti,"Stradă Minovici Nicolae, dr.",013712
Bucureşti,Bucureşti,Stradă Menuetului,013713
Bucureşti,Bucureşti,Stradă Tipografilor,013714
Bucureşti,Bucureşti,Stradă Tipografilor,013715
Bucureşti,Bucureşti,Alee Matelotilor,013716
Bucureşti,Bucureşti,Alee Matelotilor,013717
Bucureşti,Bucureşti,Piata Muzeul Dr. Minovici,013718
Bucureşti,Bucureşti,Stradă Gârlei,013721
Bucureşti,Bucureşti,Stradă Gârlei,013722
Bucureşti,Bucureşti,Stradă Gârlei,013723
Bucureşti,Bucureşti,Stradă Gârlei,013724
Bucureşti,Bucureşti,Stradă Gârlei,013725
Bucureşti,Bucureşti,Stradă Gârlei,013726
Bucureşti,Bucureşti,Stradă Podgoria,013731
Bucureşti,Bucureşti,Stradă Podgoria,013732
Bucureşti,Bucureşti,Stradă Muzicutei,013733
Bucureşti,Bucureşti,Stradă Muzicutei,013734
Bucureşti,Bucureşti,Stradă Redisoara,013735
Bucureşti,Bucureşti,Stradă Redisoara,013736
Bucureşti,Bucureşti,Stradă Avrameni,013737
Bucureşti,Bucureşti,Stradă Avrameni,013738
Bucureşti,Bucureşti,Stradă Poemului,013741
Bucureşti,Bucureşti,Stradă Poemului,013742
Bucureşti,Bucureşti,Stradă Brodina,013743
Bucureşti,Bucureşti,Stradă Brodina,013744
Bucureşti,Bucureşti,Stradă Madrigalului,013745
Bucureşti,Bucureşti,Stradă Madrigalului,013746
Bucureşti,Bucureşti,Stradă Madrigalului,013747
Bucureşti,Bucureşti,Stradă Crivesti,013748
Bucureşti,Bucureşti,Stradă Crivesti,013749
Bucureşti,Bucureşti,Stradă Savârsin,013751
Bucureşti,Bucureşti,Stradă Savârsin,013752
Bucureşti,Bucureşti,Stradă Lupu Vasile,013753
Bucureşti,Bucureşti,Stradă Lupu Vasile,013754
Bucureşti,Bucureşti,Stradă Rocadei,013755
Bucureşti,Bucureşti,Stradă Rocadei,013756
Bucureşti,Bucureşti,Intrare Muntii Gutinului,013757
Bucureşti,Bucureşti,Intrare Recea,013758
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013761
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013762
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013763
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013764
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013765
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013766
Bucureşti,Bucureşti,Stradă Dobrogeanu-Gherea Constantin,013767
Bucureşti,Bucureşti,Stradă Comarnescu Petru,013768
Bucureşti,Bucureşti,Stradă Oprescu George,013769
Bucureşti,Bucureşti,Intrare Dragomirna,013771
Bucureşti,Bucureşti,Stradă Pârâul Rece,013772
Bucureşti,Bucureşti,Stradă Pârâul Rece,013773
Bucureşti,Bucureşti,Stradă Studina,013774
Bucureşti,Bucureşti,Stradă Studina,013775
Bucureşti,Bucureşti,Intrare Ciucului,013776
Bucureşti,Bucureşti,Intrare Ruginita,013777
Bucureşti,Bucureşti,Stradă Baru Mare,013778
Bucureşti,Bucureşti,Stradă Baru Mare,013779
Bucureşti,Bucureşti,Intrare Aeronavei,013781
Bucureşti,Bucureşti,Intrare Brosteni,013782
Bucureşti,Bucureşti,Intrare Lacul Suhaia,013783
Bucureşti,Bucureşti,Intrare Ierbarului,013784
Bucureşti,Bucureşti,Intrare Fosforului,013785
Bucureşti,Bucureşti,Intrare Fulgerului,013786
Bucureşti,Bucureşti,Intrare Vadeni,013787
Bucureşti,Bucureşti,"Intrare Ilinca Marin, cap.",013788
Bucureşti,Bucureşti,Intrare Gavana,013789
Bucureşti,Bucureşti,Stradă Somesul Rece,013791
Bucureşti,Bucureşti,Stradă Somesul Rece,013792
Bucureşti,Bucureşti,Stradă Somesul Rece,013793
Bucureşti,Bucureşti,Stradă Somesul Rece,013794
Bucureşti,Bucureşti,Intrare Razesu,013795
Bucureşti,Bucureşti,Alee Somesul Rece,013796
Bucureşti,Bucureşti,Alee Somesul Rece,013797
Bucureşti,Bucureşti,Alee Somesul Rece,013798
Bucureşti,Bucureşti,Alee Somesul Rece,013799
Bucureşti,Bucureşti,Stradă Glastrei,013801
Bucureşti,Bucureşti,Stradă Glastrei,013802
Bucureşti,Bucureşti,Stradă Meditatiei,013803
Bucureşti,Bucureşti,Stradă Meditatiei,013804
Bucureşti,Bucureşti,Stradă Jianu Ionel,013805
Bucureşti,Bucureşti,Bulevard Ionescu de la Brad Ion,013811
Bucureşti,Bucureşti,Bulevard Ionescu de la Brad Ion,013812
Bucureşti,Bucureşti,Bulevard Ionescu de la Brad Ion,013813
Bucureşti,Bucureşti,Bulevard Ionescu de la Brad Ion,013814
Bucureşti,Bucureşti,Şosea Ionescu-Sisesti Gheorghe,013821
Bucureşti,Bucureşti,Şosea Ionescu-Sisesti Gheorghe,013822
Bucureşti,Bucureşti,Şosea Ionescu-Sisesti Gheorghe,013823
Bucureşti,Bucureşti,Şosea Ionescu-Sisesti Gheorghe,013824
Bucureşti,Bucureşti,Drum Sutu Nicolae,013831
Bucureşti,Bucureşti,Drum Sutu Nicolae,013832
Bucureşti,Bucureşti,Drum Brote Eugen,013833
Bucureşti,Bucureşti,Drum Brote Eugen,013834
Bucureşti,Bucureşti,Drum Dracea Marin,013835
Bucureşti,Bucureşti,Drum Dracea Marin,013836
Bucureşti,Bucureşti,Stradă Aurelian S. Petre,013837
Bucureşti,Bucureşti,Stradă Aurelian S. Petre,013838
Bucureşti,Bucureşti,Drum Plaiu Nucului,013841
Bucureşti,Bucureşti,Drum Plaiu Nucului,013842
Bucureşti,Bucureşti,Drum Plaiu Cornului,013843
Bucureşti,Bucureşti,Drum Piscu Vechi,013844
Bucureşti,Bucureşti,Drum Plaiu Sarului,013845
Bucureşti,Bucureşti,Drum Plaiu Câmpinei,013846
Bucureşti,Bucureşti,Drum Piscu Sadovei,013847
Bucureşti,Bucureşti,Drum Piscu Scoartei,013848
Bucureşti,Bucureşti,Bulevard Apicultorilor,013851
Bucureşti,Bucureşti,Bulevard Apicultorilor,013852
Bucureşti,Bucureşti,Bulevard Apicultorilor,013853
Bucureşti,Bucureşti,Stradă Cernesti,013854
Bucureşti,Bucureşti,Stradă Cernesti,013855
Bucureşti,Bucureşti,Stradă Vorniceni,013856
Bucureşti,Bucureşti,Stradă Vorniceni,013857
Bucureşti,Bucureşti,Stradă Padurii,013858
Bucureşti,Bucureşti,Stradă Padurii,013859
Bucureşti,Bucureşti,Stradă Câmpinita,013861
Bucureşti,Bucureşti,Stradă Câmpinita,013862
Bucureşti,Bucureşti,Stradă Câmpinita,013863
Bucureşti,Bucureşti,Stradă Câmpinita,013864
Bucureşti,Bucureşti,Bulevard Oaspetilor,013865
Bucureşti,Bucureşti,Bulevard Oaspetilor,013866
Bucureşti,Bucureşti,Bulevard Oaspetilor,013867
Bucureşti,Bucureşti,Bulevard Oaspetilor,013868
Bucureşti,Bucureşti,Stradă Iezeru,013871
Bucureşti,Bucureşti,Stradă Iezeru,013872
Bucureşti,Bucureşti,Stradă Iezeru,013873
Bucureşti,Bucureşti,Stradă Iezeru,013874
Bucureşti,Bucureşti,Stradă Darmanesti,013875
Bucureşti,Bucureşti,Stradă Darmanesti,013876
Bucureşti,Bucureşti,Stradă Darmanesti,013877
Bucureşti,Bucureşti,Stradă Darmanesti,013878
Bucureşti,Bucureşti,Stradă Gheorghe Stefan,013881
Bucureşti,Bucureşti,Stradă Gheorghe Stefan,013882
Bucureşti,Bucureşti,Stradă Atlasului,013883
Bucureşti,Bucureşti,Stradă Atlasului,013884
Bucureşti,Bucureşti,Stradă Automatizarii,013885
Bucureşti,Bucureşti,Stradă Automatizarii,013886
Bucureşti,Bucureşti,Drum Regimentului,013887
Bucureşti,Bucureşti,Intrare Stegarului,013888
Bucureşti,Bucureşti,Stradă Holban Stefan,013891
Bucureşti,Bucureşti,Alee Meteorologiei,013892
Bucureşti,Bucureşti,Şosea Jandarmeriei,013893
Bucureşti,Bucureşti,Şosea Jandarmeriei,013894
Bucureşti,Bucureşti,Şosea Jandarmeriei,013895
Bucureşti,Bucureşti,Şosea Jandarmeriei,013896
Bucureşti,Bucureşti,Drum Stegarului,013901
Bucureşti,Bucureşti,Drum Piscu Radului,013902
Bucureşti,Bucureşti,Drum Piscu Pietrei,013903
Bucureşti,Bucureşti,Drum Piscu Nou,013904
Bucureşti,Bucureşti,Drum Piscu Lung,013905
Bucureşti,Bucureşti,Drum Piscu Cerbului,013906
Bucureşti,Bucureşti,Drum Agatului,013907
Bucureşti,Bucureşti,Drum Piscu Reghiului,013908
Bucureşti,Bucureşti,Stradă Eraclie Arion,013911
Bucureşti,Bucureşti,Drum Lapus,013912
Bucureşti,Bucureşti,Drum Muntele Gaina,013913
Bucureşti,Bucureşti,Alee Papusa,013914
Bucureşti,Bucureşti,Drum Piscu Mosului,013921
Bucureşti,Bucureşti,Drum Piscu Enei,013922
Bucureşti,Bucureşti,Drum Piscu Muntelui,013923
Bucureşti,Bucureşti,Drum Piscu Mare,013924
Bucureşti,Bucureşti,Stradă Bratu Alexandru,013925
Bucureşti,Bucureşti,Stradă Vacarescu Elena,013931
Bucureşti,Bucureşti,Stradă Macelariu Horia,013932
Bucureşti,Bucureşti,Stradă Macelariu Horia,013933
Bucureşti,Bucureşti,Stradă Macelariu Horia,013934
Bucureşti,Bucureşti,Stradă Macelariu Horia,013935
Bucureşti,Bucureşti,Stradă Macelariu Horia,013936
Bucureşti,Bucureşti,Stradă Macelariu Horia,013937
Bucureşti,Bucureşti,Stradă Bibescu George Valentin,013941
Bucureşti,Bucureşti,Stradă Bibescu George Valentin,013942
Bucureşti,Bucureşti,Stradă Bibescu George Valentin,013943
Bucureşti,Bucureşti,Stradă Bibescu George Valentin,013944
Bucureşti,Bucureşti,Stradă Marinarilor,013945
Bucureşti,Bucureşti,Stradă Marinarilor,013946
Bucureşti,Bucureşti,Stradă Marinarilor,013947
Bucureşti,Bucureşti,Stradă Marinarilor,013948
Bucureşti,Bucureşti,Stradă Baneasa,013951
Bucureşti,Bucureşti,Stradă Baneasa,013952
Bucureşti,Bucureşti,Stradă Baneasa,013953
Bucureşti,Bucureşti,Stradă Baneasa,013954
Bucureşti,Bucureşti,Stradă Gratioasa,013955
Bucureşti,Bucureşti,Stradă Neagoe Voda,013961
Bucureşti,Bucureşti,Stradă Neagoe Voda,013962
Bucureşti,Bucureşti,Stradă Neagoe Voda,013963
Bucureşti,Bucureşti,Stradă Neagoe Voda,013964
Bucureşti,Bucureşti,Stradă Belizarie,013965
Bucureşti,Bucureşti,Stradă Belizarie,013966
Bucureşti,Bucureşti,Stradă Belizarie,013967
Bucureşti,Bucureşti,Stradă Belizarie,013968
Bucureşti,Bucureşti,Bulevard Ficusului,013971
Bucureşti,Bucureşti,Bulevard Ficusului,013972
Bucureşti,Bucureşti,Bulevard Ficusului,013973
Bucureşti,Bucureşti,Bulevard Ficusului,013974
Bucureşti,Bucureşti,Bulevard Ficusului,013975
Bucureşti,Bucureşti,Stradă Frezorilor,013976
Bucureşti,Bucureşti,Stradă Capriorilor,013977
Bucureşti,Bucureşti,Intrare Capriorilor,013978
Bucureşti,Bucureşti,Stradă Biharia,013981
Bucureşti,Bucureşti,Stradă Pechea,013982
Bucureşti,Bucureşti,Stradă Ruscova,013983
Bucureşti,Bucureşti,Stradă Zeletin,013984
Bucureşti,Bucureşti,Stradă Trifesti,013985
Bucureşti,Bucureşti,Stradă Valiug,013986
Bucureşti,Bucureşti,Stradă Simeria,013987
Bucureşti,Bucureşti,Stradă Carbunarilor,013988
Bucureşti,Bucureşti,Stradă Eliberarii,013989
Bucureşti,Bucureşti,Stradă Heliului,013991
Bucureşti,Bucureşti,Stradă Biborteni,013992
Bucureşti,Bucureşti,Intrare Zapada Mieilor,013993
Bucureşti,Bucureşti,Stradă Berca,013994
Bucureşti,Bucureşti,Stradă Cantonului,013995
Bucureşti,Bucureşti,Stradă Salubritatii,013996
Bucureşti,Bucureşti,Drum Nisipoasa,013997
Bucureşti,Bucureşti,Stradă Ocna Sibiu,014011
Bucureşti,Bucureşti,Stradă Bilciuresti,014012
Bucureşti,Bucureşti,Stradă Promoroaca,014013
Bucureşti,Bucureşti,Stradă Ebonitei,014021
Bucureşti,Bucureşti,Intrare Epistolei,014022
Bucureşti,Bucureşti,Intrare Muntii Macinului,014023
Bucureşti,Bucureşti,Stradă Proiectata,014024
Bucureşti,Bucureşti,Stradă Rugulet,014025
Bucureşti,Bucureşti,Alee Privighetorilor,014031
Bucureşti,Bucureşti,Stradă Padina,014032
Bucureşti,Bucureşti,Stradă Vadul Moldovei,014033
Bucureşti,Bucureşti,Alee Teisani,014034
Bucureşti,Bucureşti,Drum Codrii Cosminului,014035
Bucureşti,Bucureşti,Drum Codrii Vlasiei,014036
Bucureşti,Bucureşti,Drum Padurea Ciolpani,014041
Bucureşti,Bucureşti,Drum Padurea Pustnicu,014042
Bucureşti,Bucureşti,Drum Padurea Mogosoaia,014043
Bucureşti,Bucureşti,Drum Padurea Neagra,014044
Bucureşti,Bucureşti,Bulevard Aerogarii,014051
Bucureşti,Bucureşti,Bulevard Aerogarii,014052
Bucureşti,Bucureşti,Bulevard Aerogarii,014053
Bucureşti,Bucureşti,Bulevard Aerogarii,014054
Bucureşti,Bucureşti,Bulevard Aerogarii,014055
Bucureşti,Bucureşti,Bulevard Aerogarii,014056
Bucureşti,Bucureşti,"Stradă Serbanescu Alexandru, cpt. av.",014286
Bucureşti,Bucureşti,"Stradă Serbanescu Alexandru, cpt. av.",014295
Bucureşti,Bucureşti,Cale Grivitei,010713
Bucureşti,Bucureşti,Cale Grivitei,010746
Bucureşti,Bucureşti,Cale Grivitei,010747
Bucureşti,Bucureşti,Cale Grivitei,010748
Bucureşti,Bucureşti,"Stradă Felix Iacob, dr.",011034
Bucureşti,Bucureşti,"Stradă Felix Iacob, dr.",011035
Bucureşti,Bucureşti,"Stradă Felix Iacob, dr.",011036
Bucureşti,Bucureşti,"Stradă Felix Iacob, dr.",011039
Bucureşti,Bucureşti,"Stradă Felix Iacob, dr.",011041
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011131
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011132
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011133
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011134
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011135
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011136
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011137
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011138
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011141
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011142
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011143
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011144
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011145
Bucureşti,Bucureşti,Şosea Titulescu Nicolae,011146
Bucureşti,Bucureşti,Intrare Moraviei,011147
Bucureşti,Bucureşti,Stradă Lebedei,011151
Bucureşti,Bucureşti,Stradă Lebedei,011152
Bucureşti,Bucureşti,Stradă Hagi Moscu Maria,011153
Bucureşti,Bucureşti,"Stradă Caracas Constantin, medic",011154
Bucureşti,Bucureşti,"Stradă Caracas Constantin, medic",011155
Bucureşti,Bucureşti,Intrare Verde,011156
Bucureşti,Bucureşti,"Stradă Vârtejeanu Artur, mr.",011157
Bucureşti,Bucureşti,Stradă Scarlatescu,011158
Bucureşti,Bucureşti,Stradă Scarlatescu,011159
Bucureşti,Bucureşti,"Stradă Hentia Sava, pictor",011161
Bucureşti,Bucureşti,"Stradă Hentia Sava, pictor",011162
Bucureşti,Bucureşti,"Stradă Carol Popp de Szathmary, pictor",011163
Bucureşti,Bucureşti,"Stradă Constantinide Gh., g-ral.",011164
Bucureşti,Bucureşti,Intrare Cojesti,011165
Bucureşti,Bucureşti,Intrare Liteni,011166
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011171
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011172
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011173
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011174
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011175
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011176
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011177
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011178
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011179
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011181
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011191
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011192
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011193
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011194
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011195
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011196
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011197
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011198
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011201
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011202
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011203
Bucureşti,Bucureşti,Bulevard Mihalache Ion,011204
Bucureşti,Bucureşti,Stradă Monetariei,011216
Bucureşti,Bucureşti,Intrare Noptii,011217
